variety_name,crop_type_en,crop_type_sw,tosci_certified,source_url,tpri_registered
Sawia 98 (Virginia),ground,Ground Nut,True,https://www.tosci.go.tz/seed-varieties?page=40,False
SC 303,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=40,False
SC 403,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=40,False
SC 407,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=40,False
SC 419,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=40,False
SC 513,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=40,False
SC 529,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=40,False
SC 533,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=40,False
SC 608,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=40,False
SC 627,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=40,False
SC 633,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=40,False
SC 637,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=41,False
SC 713,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=41,False
SC 719,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=41,False
SC 727,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=41,False
Sc Bounty,beans,Maharagwe,True,https://www.tosci.go.tz/seed-varieties?page=41,False
SC Nduna,wheat,Ngano,True,https://www.tosci.go.tz/seed-varieties?page=41,False
SC Orion,ground,Ground Nut,True,https://www.tosci.go.tz/seed-varieties?page=41,False
Sc Saxon,soybean,Soya,True,https://www.tosci.go.tz/seed-varieties?page=41,False
Sc Semeki,soybean,Soya,True,https://www.tosci.go.tz/seed-varieties?page=41,False
SC Shaku,sorghum,Mtama,True,https://www.tosci.go.tz/seed-varieties?page=41,False
SC Shime,wheat,Ngano,True,https://www.tosci.go.tz/seed-varieties?page=41,False
Sc Signal,soybean,Soya,True,https://www.tosci.go.tz/seed-varieties?page=41,False
SEGAR F1,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=41,False
Selian 05,beans,Maharagwe,True,https://www.tosci.go.tz/seed-varieties?page=41,False
SELIAN 06,beans,Maharagwe,True,https://www.tosci.go.tz/seed-varieties?page=41,False
SELIAN 09,beans,Maharagwe,True,https://www.tosci.go.tz/seed-varieties?page=41,False
SELIAN 10,beans,Maharagwe,True,https://www.tosci.go.tz/seed-varieties?page=41,False
SELIAN 11,beans,Maharagwe,True,https://www.tosci.go.tz/seed-varieties?page=41,False
SELIAN 12,beans,Maharagwe,True,https://www.tosci.go.tz/seed-varieties?page=41,False
SELIAN 13,beans,Maharagwe,True,https://www.tosci.go.tz/seed-varieties?page=42,False
SELIAN 14,beans,Maharagwe,True,https://www.tosci.go.tz/seed-varieties?page=42,False
SELIAN 15,beans,Maharagwe,True,https://www.tosci.go.tz/seed-varieties?page=42,False
Selian 87,wheat,Ngano,True,https://www.tosci.go.tz/seed-varieties?page=42,False
Selian 94,beans,Maharagwe,True,https://www.tosci.go.tz/seed-varieties?page=42,False
Selian 97,beans,Maharagwe,True,https://www.tosci.go.tz/seed-varieties?page=42,False
SELIAN H208,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=42,False
Selian H215,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=42,False
SELIAN H308,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=42,False
Serena,sorghum,Mtama,True,https://www.tosci.go.tz/seed-varieties?page=42,False
SHABIKI,watermelon,Tikiti Maji,True,https://www.tosci.go.tz/seed-varieties?page=42,False
Shangwe,wheat,Ngano,True,https://www.tosci.go.tz/seed-varieties?page=42,False
Shani F1,kale,Sukuma Wiki,True,https://www.tosci.go.tz/seed-varieties?page=42,False
SHANTY F1,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=42,False
SHELTER RZ F1,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=42,False
Sherekea,potato,Viazi,True,https://www.tosci.go.tz/seed-varieties?page=42,False
Shibe,millet,Uwele,True,https://www.tosci.go.tz/seed-varieties?page=42,False
Shinje,ground,Ground Nut,True,https://www.tosci.go.tz/seed-varieties?page=42,False
SHIRA,barley,Shayiri,True,https://www.tosci.go.tz/seed-varieties?page=42,False
Shirikure,sorghum,Mtama,True,https://www.tosci.go.tz/seed-varieties?page=42,False
Sifa,wheat,Ngano,True,https://www.tosci.go.tz/seed-varieties?page=43,False
SIFA F1,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=43,False
Sifra,potato,Viazi,True,https://www.tosci.go.tz/seed-varieties?page=43,False
Sila,sorghum,Mtama,True,https://www.tosci.go.tz/seed-varieties?page=43,False
Simama,potato,Viazi,True,https://www.tosci.go.tz/seed-varieties?page=43,False
Sinia,potato,Viazi,True,https://www.tosci.go.tz/seed-varieties?page=43,False
SINTA F1,papaya,Papai,True,https://www.tosci.go.tz/seed-varieties?page=43,False
Situka  2,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=43,False
Situka-M1,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=43,False
SNOW BALL 1,cabbage,Kabichi,True,https://www.tosci.go.tz/seed-varieties?page=43,False
SOLEADO,sunflower,Alizeti,True,https://www.tosci.go.tz/seed-varieties?page=43,False
Soya Uyole-1,soybean,Soya,True,https://www.tosci.go.tz/seed-varieties?page=43,False
Soya Uyole-3,soybean,Soya,True,https://www.tosci.go.tz/seed-varieties?page=43,False
SPARK F1,pak,Pak Choi,True,https://www.tosci.go.tz/seed-varieties?page=43,False
Spiner F1,collard,Collard,True,https://www.tosci.go.tz/seed-varieties?page=43,False
SSG 564,barley,Shayiri,True,https://www.tosci.go.tz/seed-varieties?page=43,False
Staha,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=43,False
STALLION F1,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=43,False
STARLET.,pepper,Pilipili,True,https://www.tosci.go.tz/seed-varieties?page=43,False
STETHAM RZ F1,blanched,Blanched Celery,True,https://www.tosci.go.tz/seed-varieties?page=43,False
STEVE F1,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=44,False
STONEWALL F1,cucumber,Tango,True,https://www.tosci.go.tz/seed-varieties?page=44,False
SUA Kalima,beans,Maharagwe,True,https://www.tosci.go.tz/seed-varieties?page=44,False
SUA-AMAR1,amaranth,Amaranth,True,https://www.tosci.go.tz/seed-varieties?page=44,False
SUABRL4,beans,Maharagwe,True,https://www.tosci.go.tz/seed-varieties?page=44,False
SUABRL9,beans,Maharagwe,True,https://www.tosci.go.tz/seed-varieties?page=44,False
Subira,barley,Shayiri,True,https://www.tosci.go.tz/seed-varieties?page=44,False
SUGAR BABY,watermelon,Tikiti Maji,True,https://www.tosci.go.tz/seed-varieties?page=44,False
SUGAR KING F1,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=44,False
SUGAR QUEEN F1,watermelon,Tikiti Maji,True,https://www.tosci.go.tz/seed-varieties?page=44,False
SUKARI F1,watermelon,Tikiti Maji,True,https://www.tosci.go.tz/seed-varieties?page=44,False
SULTAN F1,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=44,False
Suma,cassava,Muhogo,True,https://www.tosci.go.tz/seed-varieties?page=44,False
Supa,rice,Mchele/Mpunga,True,https://www.tosci.go.tz/seed-varieties?page=44,False
SUPER BELL F1,pepper,Pilipili,True,https://www.tosci.go.tz/seed-varieties?page=44,False
SUPER HABANERO F1,pepper,Pilipili,True,https://www.tosci.go.tz/seed-varieties?page=44,False
SUPERSUN 64,sunflower,Alizeti,True,https://www.tosci.go.tz/seed-varieties?page=44,False
SUPERSUN 66,sunflower,Alizeti,True,https://www.tosci.go.tz/seed-varieties?page=44,False
SV 7030NS,onion,Vitunguu,True,https://www.tosci.go.tz/seed-varieties?page=44,False
SV1541GA,beans,Maharagwe,True,https://www.tosci.go.tz/seed-varieties?page=45,False
SV1865PB,pepper,Pilipili,True,https://www.tosci.go.tz/seed-varieties?page=45,False
SVTE6653,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=45,False
SVTE8805,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=45,False
SWADESHI 24 F1,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=45,False
SWADESHI 40 F1,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=45,False
SWADESHI 66 F1,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=45,False
SWADESHI F1,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=45,False
SWEETIE F1,watermelon,Tikiti Maji,True,https://www.tosci.go.tz/seed-varieties?page=45,False
Swingma,african,African Nightshade,True,https://www.tosci.go.tz/seed-varieties?page=45,False
SY 455,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=45,False
SY 5054,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=45,False
SY 514,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=45,False
SY 5344,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=45,False
SY 614,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=45,False
SY 624,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=45,False
SY 634,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=45,False
SY 6444,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=45,False
SY 734,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=45,False
T-279,barley,Shayiri,True,https://www.tosci.go.tz/seed-varieties?page=45,False
T. Tembo,triticale,Triticale,True,https://www.tosci.go.tz/seed-varieties?page=46,False
T104,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=46,False
T105,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=46,False
T128 IS F1,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=46,False
T129 IS F1,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=46,False
T130 IS F1,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=46,False
T131 IS F1,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=46,False
T135 IS F1,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=46,False
TACOMA RZ F1,cabbage,Kabichi,True,https://www.tosci.go.tz/seed-varieties?page=46,False
TaCRI1F,coffee,Kahawa,True,https://www.tosci.go.tz/seed-varieties?page=46,False
TaCRI3F,coffee,Kahawa,True,https://www.tosci.go.tz/seed-varieties?page=46,False
TaCRI4F,coffee,Kahawa,True,https://www.tosci.go.tz/seed-varieties?page=46,False
TaCRI6F,coffee,Kahawa,True,https://www.tosci.go.tz/seed-varieties?page=46,False
TAHOE,cabbage,Kabichi,True,https://www.tosci.go.tz/seed-varieties?page=46,False
Tai,rice,Mchele/Mpunga,True,https://www.tosci.go.tz/seed-varieties?page=46,False
TAJIRIKA,onion,Vitunguu,True,https://www.tosci.go.tz/seed-varieties?page=46,False
TALIRIALFA1,lucerne,Lucerne,True,https://www.tosci.go.tz/seed-varieties?page=46,False
TALIRICENCH1,buffel,Buffel Grass,True,https://www.tosci.go.tz/seed-varieties?page=46,False
TALIRICHLO1,greenleaf,Greenleaf Desmodium,True,https://www.tosci.go.tz/seed-varieties?page=46,False
TALIRIDESMO1,buffel,Buffel Grass,True,https://www.tosci.go.tz/seed-varieties?page=47,False
TALIRIMACRO1,siratro,Siratro,True,https://www.tosci.go.tz/seed-varieties?page=47,False
TAN 222,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=47,False
TAN 250,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=47,False
TAN 254,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=47,False
TAN H600,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=47,False
TAN H611,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=47,False
TANA,cabbage,Kabichi,True,https://www.tosci.go.tz/seed-varieties?page=47,False
TANBAM 2013,cowpea,Choroko,True,https://www.tosci.go.tz/seed-varieties?page=47,False
TANDI F1,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=47,False
Tanya,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=47,False
TANZANUT 2016,ground,Ground Nut,True,https://www.tosci.go.tz/seed-varieties?page=47,False
TAR SOR 4,sorghum,Mtama,True,https://www.tosci.go.tz/seed-varieties?page=47,False
TAR-RIC2,rice,Mchele/Mpunga,True,https://www.tosci.go.tz/seed-varieties?page=47,False
TARI AMAR2,amaranth,Amaranth,True,https://www.tosci.go.tz/seed-varieties?page=47,False
TARI SOR 3,sorghum,Mtama,True,https://www.tosci.go.tz/seed-varieties?page=47,False
TARI SOR 5,sorghum,Mtama,True,https://www.tosci.go.tz/seed-varieties?page=47,False
TARI SOR 6,sorghum,Mtama,True,https://www.tosci.go.tz/seed-varieties?page=47,False
TARI SOR 7,sorghum,Mtama,True,https://www.tosci.go.tz/seed-varieties?page=47,False
TARI-AMAR1,other,Nyingine,True,https://www.tosci.go.tz/seed-varieties?page=47,False
TARI-CASS1,cassava,Muhogo,True,https://www.tosci.go.tz/seed-varieties?page=48,False
TARI-CASS2,cassava,Muhogo,True,https://www.tosci.go.tz/seed-varieties?page=48,False
TARI-CASS3,cassava,Muhogo,True,https://www.tosci.go.tz/seed-varieties?page=48,False
TARI-CASS4,cassava,Muhogo,True,https://www.tosci.go.tz/seed-varieties?page=48,False
TARI-CASS5,cassava,Muhogo,True,https://www.tosci.go.tz/seed-varieties?page=48,False
TARI-FM1,finger millet,Ulezi,True,https://www.tosci.go.tz/seed-varieties?page=48,False
TARI-G-GRAM 3,cowpea,Choroko,True,https://www.tosci.go.tz/seed-varieties?page=48,False
TARI-G-GRAM 4,cowpea,Choroko,True,https://www.tosci.go.tz/seed-varieties?page=48,False
TARI-G-GRAM 5,cowpea,Choroko,True,https://www.tosci.go.tz/seed-varieties?page=48,False
TARI-G-GRAM1,cowpea,Choroko,True,https://www.tosci.go.tz/seed-varieties?page=48,False
TARI-G-GRAM2,cowpea,Choroko,True,https://www.tosci.go.tz/seed-varieties?page=48,False
TARI-ILO 2019,sunflower,Alizeti,True,https://www.tosci.go.tz/seed-varieties?page=48,False
TARI-NAL2019,sunflower,Alizeti,True,https://www.tosci.go.tz/seed-varieties?page=48,False
TARI-RIC1,rice,Mchele/Mpunga,True,https://www.tosci.go.tz/seed-varieties?page=48,False
TARI-RIC3,rice,Mchele/Mpunga,True,https://www.tosci.go.tz/seed-varieties?page=48,False
TARI-SP1,potato,Viazi,True,https://www.tosci.go.tz/seed-varieties?page=48,False
TARI-SP2,potato,Viazi,True,https://www.tosci.go.tz/seed-varieties?page=48,False
TARI-SP3,potato,Viazi,True,https://www.tosci.go.tz/seed-varieties?page=48,False
TARI-SP4,potato,Viazi,True,https://www.tosci.go.tz/seed-varieties?page=48,False
TARI-SP5,potato,Viazi,True,https://www.tosci.go.tz/seed-varieties?page=48,False
TARI-SP6,potato,Viazi,True,https://www.tosci.go.tz/seed-varieties?page=49,False
TARI-WHEAT1,wheat,Ngano,True,https://www.tosci.go.tz/seed-varieties?page=49,False
TARI-WHEAT2,wheat,Ngano,True,https://www.tosci.go.tz/seed-varieties?page=49,False
TARIBAN1,banana,Ndizi,True,https://www.tosci.go.tz/seed-varieties?page=49,False
TARIBAN2,banana,Ndizi,True,https://www.tosci.go.tz/seed-varieties?page=49,False
TARIBAN3,banana,Ndizi,True,https://www.tosci.go.tz/seed-varieties?page=49,False
TARIBAN4,banana,Ndizi,True,https://www.tosci.go.tz/seed-varieties?page=49,False
TARIBEAN1,beans,Maharagwe,True,https://www.tosci.go.tz/seed-varieties?page=49,False
TARIBEAN10,beans,Maharagwe,True,https://www.tosci.go.tz/seed-varieties?page=49,False
TARIBEAN11,beans,Maharagwe,True,https://www.tosci.go.tz/seed-varieties?page=49,False
TARIBEAN2,beans,Maharagwe,True,https://www.tosci.go.tz/seed-varieties?page=49,False
TARIBEAN3,beans,Maharagwe,True,https://www.tosci.go.tz/seed-varieties?page=49,False
TARIBEAN4,beans,Maharagwe,True,https://www.tosci.go.tz/seed-varieties?page=49,False
TARIBEAN5,beans,Maharagwe,True,https://www.tosci.go.tz/seed-varieties?page=49,False
TARIBEAN6,beans,Maharagwe,True,https://www.tosci.go.tz/seed-varieties?page=49,False
TARIBEAN7,beans,Maharagwe,True,https://www.tosci.go.tz/seed-varieties?page=49,False
TARIBEAN8,beans,Maharagwe,True,https://www.tosci.go.tz/seed-varieties?page=49,False
TARIBEAN9,beans,Maharagwe,True,https://www.tosci.go.tz/seed-varieties?page=49,False
TARICHIL 1,pepper,Pilipili,True,https://www.tosci.go.tz/seed-varieties?page=49,False
TARICHIL 2,pepper,Pilipili,True,https://www.tosci.go.tz/seed-varieties?page=49,False
TARICHIL 3,pepper,Pilipili,True,https://www.tosci.go.tz/seed-varieties?page=50,False
TARICHIL 4,pepper,Pilipili,True,https://www.tosci.go.tz/seed-varieties?page=50,False
TARICHIL 5,pepper,Pilipili,True,https://www.tosci.go.tz/seed-varieties?page=50,False
TARIHABANERO 1,pepper,Pilipili,True,https://www.tosci.go.tz/seed-varieties?page=50,False
TARIHABANERO 2,pepper,Pilipili,True,https://www.tosci.go.tz/seed-varieties?page=50,False
TARIHABANERO 3,pepper,Pilipili,True,https://www.tosci.go.tz/seed-varieties?page=50,False
TARIHOHO 1,pepper,Pilipili,True,https://www.tosci.go.tz/seed-varieties?page=50,False
TARIHOHO 2,pepper,Pilipili,True,https://www.tosci.go.tz/seed-varieties?page=50,False
TARIHOHO 3,pepper,Pilipili,True,https://www.tosci.go.tz/seed-varieties?page=50,False
TARIHOHO 4,pepper,Pilipili,True,https://www.tosci.go.tz/seed-varieties?page=50,False
TARIHOHO 5,pepper,Pilipili,True,https://www.tosci.go.tz/seed-varieties?page=50,False
TARIKA1,ground,Ground Nut,True,https://www.tosci.go.tz/seed-varieties?page=50,False
TARIKA2,ground,Ground Nut,True,https://www.tosci.go.tz/seed-varieties?page=50,False
TARIKO- 1,cashew,Korosho,True,https://www.tosci.go.tz/seed-varieties?page=50,False
TARIKO- 2,cashew,Korosho,True,https://www.tosci.go.tz/seed-varieties?page=50,False
TARIKO- 3,cashew,Korosho,True,https://www.tosci.go.tz/seed-varieties?page=50,False
TARIKO- 4,cashew,Korosho,True,https://www.tosci.go.tz/seed-varieties?page=50,False
TARIKO- 5,cashew,Korosho,True,https://www.tosci.go.tz/seed-varieties?page=50,False
TARIKO- 6,cashew,Korosho,True,https://www.tosci.go.tz/seed-varieties?page=50,False
TARIKO- 7,cashew,Korosho,True,https://www.tosci.go.tz/seed-varieties?page=50,False
TARIKO- 8,cashew,Korosho,True,https://www.tosci.go.tz/seed-varieties?page=51,False
TARINGOGWE1,african,African Eggplant,True,https://www.tosci.go.tz/seed-varieties?page=51,False
TARINGOGWE2,african,African Eggplant,True,https://www.tosci.go.tz/seed-varieties?page=51,False
TARINGOGWE3,african,African Eggplant,True,https://www.tosci.go.tz/seed-varieties?page=51,False
TARISCA1,sugarcane,Miwa,True,https://www.tosci.go.tz/seed-varieties?page=51,False
TARISCA2,sugarcane,Miwa,True,https://www.tosci.go.tz/seed-varieties?page=51,False
TARISOR1,sorghum,Mtama,True,https://www.tosci.go.tz/seed-varieties?page=51,False
TARISOR2,sorghum,Mtama,True,https://www.tosci.go.tz/seed-varieties?page=51,False
TARISP7,potato,Viazi,True,https://www.tosci.go.tz/seed-varieties?page=51,False
TARISP8,potato,Viazi,True,https://www.tosci.go.tz/seed-varieties?page=51,False
TARITOM1,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=51,False
TARITOM2,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=51,False
TARITOM3,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=51,False
TARITOM4,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=51,False
TARITOM5,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=51,False
TARITOM6,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=51,False
TARIZAB 1,grapevine,Grapevine,True,https://www.tosci.go.tz/seed-varieties?page=51,False
TARIZAB 2,grapevine,Grapevine,True,https://www.tosci.go.tz/seed-varieties?page=51,False
TARIZAB 3,grapevine,Grapevine,True,https://www.tosci.go.tz/seed-varieties?page=51,False
TARIZAB 4,grapevine,Grapevine,True,https://www.tosci.go.tz/seed-varieties?page=51,False
TARIZAB 5,grapevine,Grapevine,True,https://www.tosci.go.tz/seed-varieties?page=52,False
Taurus,potato,Viazi,True,https://www.tosci.go.tz/seed-varieties?page=52,False
Tausi,wheat,Ngano,True,https://www.tosci.go.tz/seed-varieties?page=52,False
TDC1,cashew,Korosho,True,https://www.tosci.go.tz/seed-varieties?page=52,False
TDC10,cashew,Korosho,True,https://www.tosci.go.tz/seed-varieties?page=52,False
TDC12,cashew,Korosho,True,https://www.tosci.go.tz/seed-varieties?page=52,False
TDC13,cashew,Korosho,True,https://www.tosci.go.tz/seed-varieties?page=52,False
TDC14,cashew,Korosho,True,https://www.tosci.go.tz/seed-varieties?page=52,False
TDC15,cashew,Korosho,True,https://www.tosci.go.tz/seed-varieties?page=52,False
TDC16,cashew,Korosho,True,https://www.tosci.go.tz/seed-varieties?page=52,False
TDC2,cashew,Korosho,True,https://www.tosci.go.tz/seed-varieties?page=52,False
TDC22,cashew,Korosho,True,https://www.tosci.go.tz/seed-varieties?page=52,False
TDC23,cashew,Korosho,True,https://www.tosci.go.tz/seed-varieties?page=52,False
TDC24,cashew,Korosho,True,https://www.tosci.go.tz/seed-varieties?page=52,False
TDC3,cashew,Korosho,True,https://www.tosci.go.tz/seed-varieties?page=52,False
TDC4,cashew,Korosho,True,https://www.tosci.go.tz/seed-varieties?page=52,False
TDC7,cashew,Korosho,True,https://www.tosci.go.tz/seed-varieties?page=52,False
TDC8,cashew,Korosho,True,https://www.tosci.go.tz/seed-varieties?page=52,False
TDC9,cashew,Korosho,True,https://www.tosci.go.tz/seed-varieties?page=52,False
Tegemeo,sorghum,Mtama,True,https://www.tosci.go.tz/seed-varieties?page=52,False
Tegetes,ornamental,Ornamental Flower,True,https://www.tosci.go.tz/seed-varieties?page=53,False
Tejakali F1,pepper,Pilipili,True,https://www.tosci.go.tz/seed-varieties?page=53,False
TELEX RZ,lettuce,Saladi,True,https://www.tosci.go.tz/seed-varieties?page=53,False
Tembo,wheat,Ngano,True,https://www.tosci.go.tz/seed-varieties?page=53,False
Tengeru,potato,Viazi,True,https://www.tosci.go.tz/seed-varieties?page=53,False
Tengeru 2010,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=53,False
Tengeru 97,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=53,False
TENGERU SUPREME,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=53,False
Tengeru200 F1,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=53,False
TERESA,beans,Maharagwe,True,https://www.tosci.go.tz/seed-varieties?page=53,False
TERMINATOR,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=53,False
TETE NOIR,cabbage,Kabichi,True,https://www.tosci.go.tz/seed-varieties?page=53,False
TEXAS GRANO,onion,Vitunguu,True,https://www.tosci.go.tz/seed-varieties?page=53,False
TH 501,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=53,False
TH 617,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=53,False
TH 619,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=53,False
THEMISTO,wild,Wild Rocket,True,https://www.tosci.go.tz/seed-varieties?page=53,False
TIEZO,beans,Maharagwe,True,https://www.tosci.go.tz/seed-varieties?page=53,False
TMT044,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=53,False
TMT857,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=53,False
TMV - 1,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=54,False
TMV - 2,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=54,False
TO-100 F1,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=54,False
TO-120,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=54,False
TO-135,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=54,False
TO150,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=54,False
TOM44/20 F1,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=54,False
TOMATO NO 575,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=54,False
Tongla F1,eggplant,Eggplant,True,https://www.tosci.go.tz/seed-varieties?page=54,False
TOP WHITE GLOBE,kale,Sukuma Wiki,True,https://www.tosci.go.tz/seed-varieties?page=54,False
Tornado F1,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=54,False
TRD 17,tobacco,Tumbaku,True,https://www.tosci.go.tz/seed-varieties?page=54,False
Treopaoelum,ornamental,Ornamental Flower,True,https://www.tosci.go.tz/seed-varieties?page=54,False
TRFK 301/5,tea,Chai,True,https://www.tosci.go.tz/seed-varieties?page=54,False
TRFK 303/178,tea,Chai,True,https://www.tosci.go.tz/seed-varieties?page=54,False
TRFK 381/5,tea,Chai,True,https://www.tosci.go.tz/seed-varieties?page=54,False
TRFK 430/63,tea,Chai,True,https://www.tosci.go.tz/seed-varieties?page=54,False
TRIT 201/16,tea,Chai,True,https://www.tosci.go.tz/seed-varieties?page=54,False
TRIT 201/43,tea,Chai,True,https://www.tosci.go.tz/seed-varieties?page=54,False
TRIT 201/44,tea,Chai,True,https://www.tosci.go.tz/seed-varieties?page=54,False
TRIT 201/55,tea,Chai,True,https://www.tosci.go.tz/seed-varieties?page=55,False
Trophy,wheat,Ngano,True,https://www.tosci.go.tz/seed-varieties?page=55,False
TROPICANA,cabbage,Kabichi,True,https://www.tosci.go.tz/seed-varieties?page=55,False
TSAVORITE F1,cabbage,Kabichi,True,https://www.tosci.go.tz/seed-varieties?page=55,False
Tumaini,cowpea,Choroko,True,https://www.tosci.go.tz/seed-varieties?page=55,False
Tumia,pigeon pea,Mbaazi,True,https://www.tosci.go.tz/seed-varieties?page=55,False
Tuxpeno,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=55,False
Twistma,cabbage,Kabichi,True,https://www.tosci.go.tz/seed-varieties?page=55,False
TXD 306 (SARO 5),rice,Mchele/Mpunga,True,https://www.tosci.go.tz/seed-varieties?page=55,False
TXD 85,rice,Mchele/Mpunga,True,https://www.tosci.go.tz/seed-varieties?page=55,False
TXD 88,rice,Mchele/Mpunga,True,https://www.tosci.go.tz/seed-varieties?page=55,False
TYLKA,tomato,Nyanya,True,https://www.tosci.go.tz/seed-varieties?page=55,False
TZH 417,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=55,False
TZH 526,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=55,False
TZH 538,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=55,False
TZM 523,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=55,False
U15,finger millet,Ulezi,True,https://www.tosci.go.tz/seed-varieties?page=55,False
UCA,maize,Mahindi,True,https://www.tosci.go.tz/seed-varieties?page=55,False
UFM 149,finger millet,Ulezi,True,https://www.tosci.go.tz/seed-varieties?page=55,False
