variety_name,crop_full,registrant,year,detail_url
TANA,Cabbage (Brassica oleracea var. capitata  ),East African Seeds (T) Ltd.,2021,https://www.tosci.go.tz/seed-varieties/tana
TANBAM 2013,Bambaranut (Vigna subterranea),ARI-NALIENDELE,2013,https://www.tosci.go.tz/seed-varieties/tanbam-2013
TANDI F1,Tomato,EAST WEST SEED (T),2025,https://www.tosci.go.tz/seed-varieties/tandi-f1
Tanya,Tomato (Lycopersicon lycopersicum Mill.),HORTI-Tengeru,1997,https://www.tosci.go.tz/seed-varieties/tanya
TANZANUT 2016,Ground nut (Arachis hypogeae L.),ARI-Naliendele,2018,https://www.tosci.go.tz/seed-varieties/tanzanut-2016
TAR SOR 4,MTAMA,Taasisi ya Utafiti wa Kilimo Tanzania (TARI),2025,https://www.tosci.go.tz/seed-varieties/tar-sor-4
TAR-RIC2,Paddy (Oryza sativa),Tanzania Agricultural Research Institute (TARI),2020,https://www.tosci.go.tz/seed-varieties/tar-ric2
TARI AMAR2,Amaranth  (Amaranthus spp ),TARI TENGERU,2022,https://www.tosci.go.tz/seed-varieties/tari-amar2
TARI SOR 3,MTAMA,Taasisi ya Utafiti wa Kilimo Tanzania (TARI),2025,https://www.tosci.go.tz/seed-varieties/tari-sor-3
TARI SOR 5,MTAMA,Taasisi ya Utafiti wa Kilimo Tanzania (TARI),2025,https://www.tosci.go.tz/seed-varieties/tari-sor-5
TARI SOR 6,MTAMA,Taasisi ya Utafiti wa Kilimo Tanzania (TARI),2025,https://www.tosci.go.tz/seed-varieties/tari-sor-6
TARI SOR 7,MTAMA,Taasisi ya Utafiti wa Kilimo Tanzania (TARI),2025,https://www.tosci.go.tz/seed-varieties/tari-sor-7
TARI-AMAR1,,TARI TENGERU,2022,https://www.tosci.go.tz/seed-varieties/tari-amar1
TARI-CASS1,Cassava  (Manihot spp.),Tanzania Agricultural Research Institute (TARI),2020,https://www.tosci.go.tz/seed-varieties/tari-cass1
TARI-CASS2,Cassava  (Manihot spp.),Tanzania Agricultural Research Institute (TARI),2020,https://www.tosci.go.tz/seed-varieties/tari-cass2
TARI-CASS3,Cassava  (Manihot spp.),Tanzania Agricultural Research Institute (TARI),2020,https://www.tosci.go.tz/seed-varieties/tari-cass3
TARI-CASS4,Cassava  (Manihot spp.),Tanzania Agricultural Research Institute (TARI),2020,https://www.tosci.go.tz/seed-varieties/tari-cass4
TARI-CASS5,Cassava  (Manihot spp.),Tanzania Agricultural Research Institute (TARI),2020,https://www.tosci.go.tz/seed-varieties/tari-cass5
TARI-FM1,Finger Millet (Eleusine coracana),Tanzania Agricultural Research Institute (TARI),2020,https://www.tosci.go.tz/seed-varieties/tari-fm1
TARI-G-GRAM 3,CHOROKO,Taasisi ya Utafiti wa Kilimo Tanzania (TARI),2025,https://www.tosci.go.tz/seed-varieties/tari-g-gram-3
TARI-G-GRAM 4,CHOROKO,Taasisi ya Utafiti wa Kilimo Tanzania (TARI),2025,https://www.tosci.go.tz/seed-varieties/tari-g-gram-4
TARI-G-GRAM 5,CHOROKO,Taasisi ya Utafiti wa Kilimo Tanzania (TARI),2025,https://www.tosci.go.tz/seed-varieties/tari-g-gram-5
TARI-G-GRAM1,Green gram (Vigna radiata L.),TARI,2022,https://www.tosci.go.tz/seed-varieties/tari-g-gram1
TARI-G-GRAM2,Green gram (Vigna radiata L.),TARI,2022,https://www.tosci.go.tz/seed-varieties/tari-g-gram2
TARI-ILO 2019,Sunflower (Helianthus annus L.),Tanzania Agricultural Research Institute (TARI),2020,https://www.tosci.go.tz/seed-varieties/tari-ilo-2019
TARI-NAL2019,Sunflower (Helianthus annus L.),Tanzania Agricultural Research Institute (TARI),2020,https://www.tosci.go.tz/seed-varieties/tari-nal2019
TARI-RIC1,Paddy (Oryza sativa),Tanzania Agricultural Research Institute (TARI),2020,https://www.tosci.go.tz/seed-varieties/tari-ric1
TARI-RIC3,Paddy (Oryza sativa),Tanzania Agricultural research Institute,2022,https://www.tosci.go.tz/seed-varieties/tari-ric3
TARI-SP1,Sweet potatoes (Ipomea batatas  L.),Tanzania Agricultural Research Institute (TARI),2020,https://www.tosci.go.tz/seed-varieties/tari-sp1
TARI-SP2,Sweet potatoes (Ipomea batatas L.),Tanzania Agricultural Research Institute (TARI),2020,https://www.tosci.go.tz/seed-varieties/tari-sp2
TARI-SP3,Sweet potatoes (Ipomea batatas L.),Tanzania Agricultural Research Institute (TARI),2020,https://www.tosci.go.tz/seed-varieties/tari-sp3
TARI-SP4,Sweet potatoes (Ipomea batatas L.),Tanzania Agricultural Research Institute (TARI),2020,https://www.tosci.go.tz/seed-varieties/tari-sp4
TARI-SP5,Sweet potatoes (Ipomea batatas L.),Tanzania Agricultural Research Institute(TARI),2020,https://www.tosci.go.tz/seed-varieties/tari-sp5
TARI-SP6,Sweet potatoes (Ipomea batatas L.),Tanzania Agricultural Reserch Institute(TARI,2020,https://www.tosci.go.tz/seed-varieties/tari-sp6
TARI-WHEAT1,Wheat (Triticum aestivum.L),Tanzania Agricultural research Institute,2022,https://www.tosci.go.tz/seed-varieties/tari-wheat1
TARI-WHEAT2,Wheat (Triticum aestivum.L),Tanzania Agricultural research Institute,2022,https://www.tosci.go.tz/seed-varieties/tari-wheat2
TARIBAN1,Banana (Musa spp),Tanzania Agricultural Research Institute (TARI),2021,https://www.tosci.go.tz/seed-varieties/tariban1
TARIBAN2,Banana (Musa spp),Tanzania Agricultural Research Institute (TARI),2021,https://www.tosci.go.tz/seed-varieties/tariban2
TARIBAN3,Banana (Musa spp),Tanzania Agricultural Research Institute (TARI),2021,https://www.tosci.go.tz/seed-varieties/tariban3
TARIBAN4,Banana (Musa spp),Tanzania Agricultural Research Institute (TARI),2021,https://www.tosci.go.tz/seed-varieties/tariban4
TARIBEAN1,Bean (Phaseolus vulgaris L.),Tanzania Agricultural Research Institute (TARI),2021,https://www.tosci.go.tz/seed-varieties/taribean1
TARIBEAN10,Bean (Phaseolus vulgaris L.),Tanzania Agricultural Research Institute,2024,https://www.tosci.go.tz/seed-varieties/taribean10
TARIBEAN11,Bean (Phaseolus vulgaris L.),Tanzania Agricultural Research Institute,2024,https://www.tosci.go.tz/seed-varieties/taribean11
TARIBEAN2,Bean (Phaseolus vulgaris L.),Tanzania Agricultural Research Institute (TARI),2021,https://www.tosci.go.tz/seed-varieties/taribean2
TARIBEAN3,Bean (Phaseolus vulgaris L.),Tanzania Agricultural Research Institute (TARI),2021,https://www.tosci.go.tz/seed-varieties/taribean3
TARIBEAN4,Bean (Phaseolus vulgaris L.),Tanzania Agricultural Research Institute (TARI),2021,https://www.tosci.go.tz/seed-varieties/taribean4
TARIBEAN5,Bean (Phaseolus vulgaris L.),Tanzania Agricultural Research Institute (TARI),2021,https://www.tosci.go.tz/seed-varieties/taribean5
TARIBEAN6,Bean (Phaseolus vulgaris L.),Tanzania Agricultural Research Institute,2024,https://www.tosci.go.tz/seed-varieties/taribean6
TARIBEAN7,Bean (Phaseolus vulgaris L.),Tanzania Agricultural Research Institute,2024,https://www.tosci.go.tz/seed-varieties/taribean7
TARIBEAN8,Bean (Phaseolus vulgaris L.),Tanzania Agricultural Research Institute,2024,https://www.tosci.go.tz/seed-varieties/taribean8
TARIBEAN9,Bean (Phaseolus vulgaris L.),Tanzania Agricultural Research Institute,2024,https://www.tosci.go.tz/seed-varieties/taribean9
TARICHIL 1,Chilli pepper,Taasisi ya Utafiti wa Kilimo Tanzania (TARI),2025,https://www.tosci.go.tz/seed-varieties/tarichil-1
TARICHIL 2,Chilli pepper,Taasisi ya Utafiti wa Kilimo Tanzania (TARI),2025,https://www.tosci.go.tz/seed-varieties/tarichil-2
TARICHIL 3,Chilli pepper,Taasisi ya Utafiti wa Kilimo Tanzania (TARI),2025,https://www.tosci.go.tz/seed-varieties/tarichil-3
TARICHIL 4,Chilli pepper,Taasisi ya Utafiti wa Kilimo Tanzania (TARI),2025,https://www.tosci.go.tz/seed-varieties/tarichil-4
TARICHIL 5,Chilli pepper,Taasisi ya Utafiti wa Kilimo Tanzania (TARI),2025,https://www.tosci.go.tz/seed-varieties/tarichil-5
TARIHABANERO 1,Hot pepper,Taasisi ya Utafiti wa Kilimo Tanzania (TARI),2025,https://www.tosci.go.tz/seed-varieties/tarihabanero-1
TARIHABANERO 2,Hot pepper,Taasisi ya Utafiti wa Kilimo Tanzania (TARI),2025,https://www.tosci.go.tz/seed-varieties/tarihabanero-2
TARIHABANERO 3,Hot pepper,Taasisi ya Utafiti wa Kilimo Tanzania (TARI),2025,https://www.tosci.go.tz/seed-varieties/tarihabanero-3
TARIHOHO 1,Sweet pepper,Taasisi ya Utafiti wa Kilimo Tanzania (TARI),2025,https://www.tosci.go.tz/seed-varieties/tarihoho-1
TARIHOHO 2,Sweet pepper,Taasisi ya Utafiti wa Kilimo Tanzania (TARI),2025,https://www.tosci.go.tz/seed-varieties/tarihoho-2
TARIHOHO 3,Sweet pepper,Taasisi ya Utafiti wa Kilimo Tanzania (TARI),2025,https://www.tosci.go.tz/seed-varieties/tarihoho-3
TARIHOHO 4,Sweet pepper,Taasisi ya Utafiti wa Kilimo Tanzania (TARI),2025,https://www.tosci.go.tz/seed-varieties/tarihoho-4
TARIHOHO 5,Sweet pepper,Taasisi ya Utafiti wa Kilimo Tanzania (TARI),2025,https://www.tosci.go.tz/seed-varieties/tarihoho-5
TARIKA1,Ground nut (Arachis hypogeae L.),Tanzania Agricultural Research Institute,2024,https://www.tosci.go.tz/seed-varieties/tarika1
TARIKA2,Ground nut (Arachis hypogeae L.),Tanzania Agricultural Research Institute,2024,https://www.tosci.go.tz/seed-varieties/tarika2
TARIKO- 1,Cashew (Anacardium occidentale L.),Tanzania Agricultural Research Institute,2024,https://www.tosci.go.tz/seed-varieties/tariko-1
TARIKO- 2,Cashew (Anacardium occidentale L.),Tanzania Agricultural Research Institute,2024,https://www.tosci.go.tz/seed-varieties/tariko-2
TARIKO- 3,Cashew (Anacardium occidentale L.),Tanzania Agricultural Research Institute,2024,https://www.tosci.go.tz/seed-varieties/tariko-3
TARIKO- 4,Cashew (Anacardium occidentale L.),Tanzania Agricultural Research Institute,2024,https://www.tosci.go.tz/seed-varieties/tariko-4
TARIKO- 5,Cashew (Anacardium occidentale L.),Tanzania Agricultural Research Institute,2024,https://www.tosci.go.tz/seed-varieties/tariko-5
TARIKO- 6,Cashew (Anacardium occidentale L.),Tanzania Agricultural Research Institute,2024,https://www.tosci.go.tz/seed-varieties/tariko-6
TARIKO- 7,Cashew (Anacardium occidentale L.),Tanzania Agricultural Research Institute,2024,https://www.tosci.go.tz/seed-varieties/tariko-7
TARIKO- 8,Cashew (Anacardium occidentale L.),Tanzania Agricultural Research Institute,2024,https://www.tosci.go.tz/seed-varieties/tariko-8
TARINGOGWE1,African eggplant,Taasisi ya Utafiti wa Kilimo Tanzania (TARI),2025,https://www.tosci.go.tz/seed-varieties/taringogwe1
TARINGOGWE2,African eggplant,Taasisi ya Utafiti wa Kilimo Tanzania (TARI),2025,https://www.tosci.go.tz/seed-varieties/taringogwe2
TARINGOGWE3,African eggplant,Taasisi ya Utafiti wa Kilimo Tanzania (TARI),2025,https://www.tosci.go.tz/seed-varieties/taringogwe3
TARISCA1,Sugar cane (Saccharum officinarum),Tanzania Agricultural Research Institute (TARI,2021,https://www.tosci.go.tz/seed-varieties/tarisca1
TARISCA2,Sugar cane (Saccharum officinarum),Tanzania Agricultural Research Institute (TARI,2021,https://www.tosci.go.tz/seed-varieties/tarisca2
TARISOR1,Sorghum (Sorghum bicolor (L.),Tanzania Agricultural Research Institute (TARI,2021,https://www.tosci.go.tz/seed-varieties/tarisor1
TARISOR2,Sorghum (Sorghum bicolor (L.),Tanzania Agricultural Research Institute (TARI,2021,https://www.tosci.go.tz/seed-varieties/tarisor2
TARISP7,Sweet potatoes (Ipomea batatas L.),Tanzania Agricultural Reserch Institute(TARI),2021,https://www.tosci.go.tz/seed-varieties/tarisp7
TARISP8,Sweet potatoes (Ipomea batatas  L.),Tanzania Agricultural Reserch Institute(TARI),2021,https://www.tosci.go.tz/seed-varieties/tarisp8
TARITOM1,Tomato,Taasisi ya Utafiti wa Kilimo Tanzania (TARI),2025,https://www.tosci.go.tz/seed-varieties/taritom1
TARITOM2,Tomato,Taasisi ya Utafiti wa Kilimo Tanzania (TARI),2025,https://www.tosci.go.tz/seed-varieties/taritom2
TARITOM3,Tomato,Taasisi ya Utafiti wa Kilimo Tanzania (TARI),2025,https://www.tosci.go.tz/seed-varieties/taritom3
TARITOM4,Tomato,Taasisi ya Utafiti wa Kilimo Tanzania (TARI),2025,https://www.tosci.go.tz/seed-varieties/taritom4
TARITOM5,Tomato,Taasisi ya Utafiti wa Kilimo Tanzania (TARI),2025,https://www.tosci.go.tz/seed-varieties/taritom5
TARITOM6,Tomato,Taasisi ya Utafiti wa Kilimo Tanzania (TARI),2025,https://www.tosci.go.tz/seed-varieties/taritom6
TARIZAB 1,Grapevine (Vitis vinifera),Vetagro (EA) ltd,2023,https://www.tosci.go.tz/seed-varieties/tarizab-1
TARIZAB 2,Grapevine (Vitis vinifera),EASI SEEDS (T) LTD,2023,https://www.tosci.go.tz/seed-varieties/tarizab-2
TARIZAB 3,Grapevine (Vitis vinifera),Tanzania Agricultural Research Institute,2023,https://www.tosci.go.tz/seed-varieties/tarizab-3
TARIZAB 4,Grapevine (Vitis vinifera),Tanzania Agricultural Research Institute,2023,https://www.tosci.go.tz/seed-varieties/tarizab-4
TARIZAB 5,Grapevine (Vitis vinifera),Tanzania Agricultural Research Institute,2023,https://www.tosci.go.tz/seed-varieties/tarizab-5
Taurus,Round Potato (Solanum tuberosum),HZPC IPR B.V,2019,https://www.tosci.go.tz/seed-varieties/taurus
Tausi,Wheat (Triticum aestivum.L),ARI Selian,1987,https://www.tosci.go.tz/seed-varieties/tausi
TDC1,Cashew (Anacardium occidentale L.),ARI -Naliendele,2017,https://www.tosci.go.tz/seed-varieties/tdc1
TDC10,Cashew (Anacardium occidentale L.),ARI -Naliendele,2017,https://www.tosci.go.tz/seed-varieties/tdc10
TDC12,Cashew (Anacardium occidentale L.),ARI -Naliendele,2017,https://www.tosci.go.tz/seed-varieties/tdc12
TDC13,Cashew (Anacardium occidentale L.),ARI -Naliendele,2017,https://www.tosci.go.tz/seed-varieties/tdc13
TDC14,Cashew (Anacardium occidentale L.),ARI -Naliendele,2017,https://www.tosci.go.tz/seed-varieties/tdc14
TDC15,Cashew (Anacardium occidentale L.),ARI -Naliendele,2017,https://www.tosci.go.tz/seed-varieties/tdc15
TDC16,Cashew (Anacardium occidentale L.),ARI -Naliendele,2017,https://www.tosci.go.tz/seed-varieties/tdc16
TDC2,Cashew (Anacardium occidentale L.),ARI -Naliendele,2017,https://www.tosci.go.tz/seed-varieties/tdc2
TDC22,Cashew (Anacardium occidentale L.),ARI -Naliendele,2017,https://www.tosci.go.tz/seed-varieties/tdc22
TDC23,Cashew (Anacardium occidentale L.),ARI -Naliendele,2017,https://www.tosci.go.tz/seed-varieties/tdc23
TDC24,Cashew (Anacardium occidentale L.),ARI -Naliendele,2017,https://www.tosci.go.tz/seed-varieties/tdc24
TDC3,Cashew (Anacardium occidentale L.),ARI -Naliendele,2017,https://www.tosci.go.tz/seed-varieties/tdc3
TDC4,Cashew (Anacardium occidentale L.),ARI -Naliendele,2017,https://www.tosci.go.tz/seed-varieties/tdc4
TDC7,Cashew (Anacardium occidentale L.),ARI -Naliendele,2017,https://www.tosci.go.tz/seed-varieties/tdc7
TDC8,Cashew (Anacardium occidentale L.),ARI -Naliendele,2017,https://www.tosci.go.tz/seed-varieties/tdc8
TDC9,Cashew (Anacardium occidentale L.),ARI -Naliendele,2017,https://www.tosci.go.tz/seed-varieties/tdc9
Tegemeo,Sorghum (Sorghum bicolor (L.),ARI Ilonga,1978,https://www.tosci.go.tz/seed-varieties/tegemeo
Tegetes,Ornamental flower (Tagetes erecta),MULTIFLOWER,2023,https://www.tosci.go.tz/seed-varieties/tegetes
Tejakali F1,Chill pepper (Cupsicum annum),Easi Seeds Tanzania Ltd,2023,https://www.tosci.go.tz/seed-varieties/tejakali-f1
TELEX RZ,Letuce (Lactuca sativa  ),Rijk Zwaan Afrisem Ltd.,2021,https://www.tosci.go.tz/seed-varieties/telex-rz
Tembo,Wheat (Triticum aestivum.L),ARI Selian,1987,https://www.tosci.go.tz/seed-varieties/tembo
Tengeru,Round Potato (Solanum tuberosum),Horti - Tengeru,2012,https://www.tosci.go.tz/seed-varieties/tengeru
Tengeru 2010,Tomato (Lycopersicon lycopersicum Mill.),HORTI Tengeru,2011,https://www.tosci.go.tz/seed-varieties/tengeru-2010
Tengeru 97,Tomato (Lycopersicon lycopersicum Mill.),HORTI-Tengeru,1997,https://www.tosci.go.tz/seed-varieties/tengeru-97
TENGERU SUPREME,Tomato (Solanum lycopersicum),East African Seeds (T) Ltd.,2021,https://www.tosci.go.tz/seed-varieties/tengeru-supreme
Tengeru200 F1,Tomato (Solanum lycopersicum),Afribest Seeds Ltd,2024,https://www.tosci.go.tz/seed-varieties/tengeru200-f1
TERESA,Garden beans (Phaseolus vulgaris  ),Monsanto Tanzania Ltd,2021,https://www.tosci.go.tz/seed-varieties/teresa
TERMINATOR,Tomato (Solanum lycopersicum),OSHO CHEMICALS,2021,https://www.tosci.go.tz/seed-varieties/terminator
TETE NOIR,Red cabbage (Brassica oleracea  ),Pop Vriend (T) Ltd.,2021,https://www.tosci.go.tz/seed-varieties/tete-noir
TEXAS GRANO,Onion (Allium cepa L  ),East African Seeds (T) Ltd.,2021,https://www.tosci.go.tz/seed-varieties/texas-grano
TH 501,Maize (Zea mays L.),ARI TUMBI,2018,https://www.tosci.go.tz/seed-varieties/th-501
TH 617,Maize (Zea mays L.),TROPICAL SEED (EA) Ltd.,2017,https://www.tosci.go.tz/seed-varieties/th-617
TH 619,Maize (Zea mays L.),TROPICAL SEED (EA) Ltd.,2017,https://www.tosci.go.tz/seed-varieties/th-619
THEMISTO,Wild rocket (Diplotaxis tenuifolia),Zwaan Afrisem Ltd,2021,https://www.tosci.go.tz/seed-varieties/themisto
TIEZO,Dwarf  Frenchbean (  Phaseolus vulgaris),Monsanto Tanzania Ltd,2021,https://www.tosci.go.tz/seed-varieties/tiezo
TMT044,Tomato (Solanum lycopersicum),EAST WEST SEEDS (T)LTD,2022,https://www.tosci.go.tz/seed-varieties/tmt044
TMT857,Tomato (Solanum lycopersicum),EAST WEST SEED (T) LTD,2022,https://www.tosci.go.tz/seed-varieties/tmt857
TMV - 1,Maize (Zea mays L.),ARI - Ilonga,1987,https://www.tosci.go.tz/seed-varieties/tmv-1
TMV - 2,Maize (Zea mays L.),ARI - Uyole,1987,https://www.tosci.go.tz/seed-varieties/tmv-2
TO-100 F1,Tomato (Solanum lycopersicum),AFRICASIA Seed CO. LTD,2021,https://www.tosci.go.tz/seed-varieties/to-100-f1
TO-120,Tomato (Solanum lycopersicum),AFRICASIA Seed CO. LTD,2021,https://www.tosci.go.tz/seed-varieties/to-120
TO-135,Tomato (Solanum lycopersicum),Syngenta Tanzania Ltd.,2021,https://www.tosci.go.tz/seed-varieties/to-135
TO150,Tomato (Solanum lycopersicum),AFRICASIA SEED CO,2022,https://www.tosci.go.tz/seed-varieties/to150
TOM44/20 F1,Tomato (Solanum lycopersicum),SYOVA SEEDS (T) LTD,2022,https://www.tosci.go.tz/seed-varieties/tom44-20-f1
TOMATO NO 575,Tomato (Solanum lycopersicum),QUTON TZ LTD,2021,https://www.tosci.go.tz/seed-varieties/tomato-no-575
Tongla F1,Eggplant  (Solanum melongena),East West Seed (T) Ltd,2023,https://www.tosci.go.tz/seed-varieties/tongla-f1
TOP WHITE GLOBE,Turnip  (Brassica rapa),Pop Vriend (T) Ltd.,2021,https://www.tosci.go.tz/seed-varieties/top-white-globe
Tornado F1,Tomato (Solanum lycopersicum),Epinav Agricultural Solution,2023,https://www.tosci.go.tz/seed-varieties/tornado-f1
TRD 17,Tobacco (Nicotiana tabacum L.),TORITA,2019,https://www.tosci.go.tz/seed-varieties/trd-17
Treopaoelum,Ornamental Flower (Tropaeolum majus),MULTIFLOWER,2023,https://www.tosci.go.tz/seed-varieties/treopaoelum
TRFK 301/5,Tea (Camellia sinensis),Tea Research Institute of Tanzania (TRIT),2011,https://www.tosci.go.tz/seed-varieties/trfk-301-5
TRFK 303/178,Tea (Camellia sinensis),Tea Research Institute of Tanzania (TRIT),2011,https://www.tosci.go.tz/seed-varieties/trfk-303-178
TRFK 381/5,Tea (Camellia sinensis),Tea Research Institute of Tanzania (TRIT),2011,https://www.tosci.go.tz/seed-varieties/trfk-381-5
TRFK 430/63,Tea (Camellia sinensis),Tea Research Institute of Tanzania (TRIT),2011,https://www.tosci.go.tz/seed-varieties/trfk-430-63
TRIT 201/16,Tea (Camellia sinensis),Tea Research Institute of Tanzania (TRIT,2016,https://www.tosci.go.tz/seed-varieties/trit-201-16
TRIT 201/43,Tea (Camellia sinensis),Tea Research Institute of Tanzania (TRIT,2016,https://www.tosci.go.tz/seed-varieties/trit-201-43
TRIT 201/44,Tea (Camellia sinensis),Tea Research Institute of Tanzania (TRIT,2016,https://www.tosci.go.tz/seed-varieties/trit-201-44
TRIT 201/55,Tea (Camellia sinensis),Tea Research Institute of Tanzania (TRIT,2016,https://www.tosci.go.tz/seed-varieties/trit-201-55
Trophy,Wheat (Triticum aestivum.L),ARI Selian,1975,https://www.tosci.go.tz/seed-varieties/trophy
TROPICANA,Cabbage (Brassica oleracea var. capitata  ),Rijk Zwaan Afrisem Ltd.,2021,https://www.tosci.go.tz/seed-varieties/tropicana
TSAVORITE F1,Cabbage (Brassica oleracea var. capitata  ),SEEDCO TZ Ltd.,2021,https://www.tosci.go.tz/seed-varieties/tsavorite-f1
Tumaini,Cow pea (Vigna unguiculata (L.) Walp.),ARI Ilonga,1978,https://www.tosci.go.tz/seed-varieties/tumaini
Tumia,Pigeon pea (Cajanus cajan),ARI Ilonga,2003,https://www.tosci.go.tz/seed-varieties/tumia
Tuxpeno,Maize (Zea mays L.),ARI - Ilonga,1976,https://www.tosci.go.tz/seed-varieties/tuxpeno
Twistma,Cabbage (Brassica oleracea var. capitata),RijkZwaan Afrisem,2024,https://www.tosci.go.tz/seed-varieties/twistma
TXD 306 (SARO 5),Paddy (Oryza sativa),Dakawa,2002,https://www.tosci.go.tz/seed-varieties/txd-306-saro-5
TXD 85,Paddy (Oryza sativa),Dakawa,2001,https://www.tosci.go.tz/seed-varieties/txd-85
TXD 88,Paddy (Oryza sativa),Dakawa,2001,https://www.tosci.go.tz/seed-varieties/txd-88
TYLKA,Tomato (Solanum lycopersicum),Rijk Zwaan Afrisem Ltd,2021,https://www.tosci.go.tz/seed-varieties/tylka
TZH 417,Maize (Zea mays L.),SATEC,2011,https://www.tosci.go.tz/seed-varieties/tzh-417
TZH 526,Maize (Zea mays L.),Suba Agro Trading and Engineering Company (SATEC),2011,https://www.tosci.go.tz/seed-varieties/tzh-526
TZH 538,Maize (Zea mays L.),SATEC,2011,https://www.tosci.go.tz/seed-varieties/tzh-538
TZM 523,Maize (Zea mays L.),SATEC,2011,https://www.tosci.go.tz/seed-varieties/tzm-523
U15,Finger Millet (Eleusine coracana),ARI Uyole,2012,https://www.tosci.go.tz/seed-varieties/u15
UCA,Maize (Zea mays L.),ARI-Ukiriguru,1976,https://www.tosci.go.tz/seed-varieties/uca
UFM 149,Finger Millet (Eleusine coracana),ARI Uyole,2012,https://www.tosci.go.tz/seed-varieties/ufm-149
UH 6303,Maize (Zea mays L.),ARI-Uyole,2004,https://www.tosci.go.tz/seed-varieties/uh-6303
UH615ST,Maize (Zea mays L.),Tanzania Agricultural Research Institute (TARI),2020,https://www.tosci.go.tz/seed-varieties/uh615st
UH6305,Maize (Zea mays L.),Tanzania Agricultural Research Institute (TARI),2020,https://www.tosci.go.tz/seed-varieties/uh6305
UHS 401,Maize (Zea mays L.),ARI-Uyole,2014,https://www.tosci.go.tz/seed-varieties/uhs-401
UHS 5210,Maize (Zea mays L.),ARI-Uyole,2009,https://www.tosci.go.tz/seed-varieties/uhs-5210
UHS 5350,Maize (Zea mays L.),ARI-Uyole,2009,https://www.tosci.go.tz/seed-varieties/uhs-5350
UK 171,Cotton (Gossypium hirsutum L),ARI UKIRIGURU,2018,https://www.tosci.go.tz/seed-varieties/uk-171
UK 173,Cotton (Gossypium hirsutum L),ARI UKIRIGURU,2018,https://www.tosci.go.tz/seed-varieties/uk-173
UK O8,Cotton (Gossypium hirsutum L),ARI Ukiriguru,2008,https://www.tosci.go.tz/seed-varieties/uk-o8
Ukerewe,Sweet potatoes (Ipomea batatas L.),ARI Kibaha,2002,https://www.tosci.go.tz/seed-varieties/ukerewe
Ukiriguru 1,Chickpeas (Cicer arietinum L.),ARI-Ukiriguru,2011,https://www.tosci.go.tz/seed-varieties/ukiriguru-1
Ukiriguru Lishe 1,Sweet potatoes (Ipomea batatas L.),ARI – Ukiriguru,2017,https://www.tosci.go.tz/seed-varieties/ukiriguru-lishe-1
UKM 08,Cotton (Gossypium hirsutum L),ARI Ukiriguru,2008,https://www.tosci.go.tz/seed-varieties/ukm-08
ULT 123,Tobacco (Nicotiana tabacum L.),TORITA,2018,https://www.tosci.go.tz/seed-varieties/ult-123
ULT F 10,Tobacco (Nicotiana tabacum L.),Tanzania Leaf Tobacco Company,2006,https://www.tosci.go.tz/seed-varieties/ult-f-10
UTAM F1,Watermelon  (Citrullus lanatus    ),KR SEED,2021,https://www.tosci.go.tz/seed-varieties/utam-f1
UWEZO,Tomato (Solanum lycopersicum),Rijk Zwaan Afrisem Ltd.,2021,https://www.tosci.go.tz/seed-varieties/uwezo
Uyole 04,Bean (Phaseolus vulgaris L.),ARI Uyole,2004,https://www.tosci.go.tz/seed-varieties/uyole-04
Uyole 16,Bean (Phaseolus vulgaris L.),ARI Uyole,2017,https://www.tosci.go.tz/seed-varieties/uyole-16
UYOLE 17,Bean (Phaseolus vulgaris L.),ARI UYOLE,2018,https://www.tosci.go.tz/seed-varieties/uyole-17
UYOLE 18,Bean (Phaseolus vulgaris L.),ARI UYOLE,2018,https://www.tosci.go.tz/seed-varieties/uyole-18
Uyole 84,Bean (Phaseolus vulgaris L.),ARI Uyole,1984,https://www.tosci.go.tz/seed-varieties/uyole-84
Uyole 90,Bean (Phaseolus vulgaris L.),ARI Uyole,1990,https://www.tosci.go.tz/seed-varieties/uyole-90
Uyole 94,Bean (Phaseolus vulgaris L.),ARI Uyole,1994,https://www.tosci.go.tz/seed-varieties/uyole-94
Uyole 96,Bean (Phaseolus vulgaris L.),ARI Uyole,1996,https://www.tosci.go.tz/seed-varieties/uyole-96
Uyole 98,Bean (Phaseolus vulgaris L.),ARI Uyole,1998,https://www.tosci.go.tz/seed-varieties/uyole-98
Uyole Nyeupe,Bean (Phaseolus vulgaris L.),ARI Uyole,2017,https://www.tosci.go.tz/seed-varieties/uyole-nyeupe
Uyole Sangara,Triticale,ARI Uyole,1986,https://www.tosci.go.tz/seed-varieties/uyole-sangara
Uyole Soya 4,Soya Bean [Glycine max (L.) Merr.],ARI Uyole,2013,https://www.tosci.go.tz/seed-varieties/uyole-soya-4
VALOURO RZ F1,Tomato (Solanum lycopersicum),Rijk Zwaan Afrisem Ltd.,2021,https://www.tosci.go.tz/seed-varieties/valouro-rz-f1
VERDURA,Hot pepper (Capsicum annum L.),East West Seed,2023,https://www.tosci.go.tz/seed-varieties/verdura
VI037614,Chill pepper ( Capsicum annuum ),Meru Agro-Tours Ltd,2022,https://www.tosci.go.tz/seed-varieties/vi037614
VICTORIA F1,Pepper (Piper nigrum  ),KIBO SEEDS Co. Ltd.,2021,https://www.tosci.go.tz/seed-varieties/victoria-f1
